,DisNo.,Historic,Classification Key,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,State,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Season
412,2017-0136-USA,No,nat-hyd-flo-flo,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",Texas,,Hail|Storm,No,0,0,,,Km2,,,"Mississippi river, Black River, White River, Illinois River, Big Muddy River, Meramec River, St. Francis River, Gasconade River",2017,4,28.0,2017,5.0,1.0,20.0,70.0,,,70.0,,,800000.0,994459.0,1700000.0,2113225.0,80.44577926194549,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm2_code"":28800,""adm2_name"":""Clay""},{""adm2_code"":28806,""adm2_name"":""Crawford""},{""adm2_code"":28836,""adm2_name"":""Mississippi""},{""adm2_code"":29323,""adm2_name"":""Lawrence""},{""adm2_code"":29326,""adm2_name"":""Logan""},{""adm2_code"":29328,""adm2_name"":""Macoupin""},{""adm2_code"":29330,""adm2_name"":""Marion""},{""adm2_code"":29355,""adm2_name"":""Sangamon""},{""adm2_code"":29615,""adm2_name"":""Labette""},{""adm2_code"":29763,""adm2_name"":""Oldham""},{""adm2_code"":29824,""adm2_name"":""Morehouse""},{""adm2_code"":30258,""adm2_name"":""St. Charles""},{""adm2_code"":30847,""adm2_name"":""Le Flore""},{""adm2_code"":31433,""adm2_name"":""Van Zandt""}]",2017-05-18,2023-09-25,Spring
412,2017-0136-USA,No,nat-hyd-flo-flo,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",Kansas,,Hail|Storm,No,0,0,,,Km2,,,"Mississippi river, Black River, White River, Illinois River, Big Muddy River, Meramec River, St. Francis River, Gasconade River",2017,4,28.0,2017,5.0,1.0,20.0,70.0,,,70.0,,,800000.0,994459.0,1700000.0,2113225.0,80.44577926194549,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm2_code"":28800,""adm2_name"":""Clay""},{""adm2_code"":28806,""adm2_name"":""Crawford""},{""adm2_code"":28836,""adm2_name"":""Mississippi""},{""adm2_code"":29323,""adm2_name"":""Lawrence""},{""adm2_code"":29326,""adm2_name"":""Logan""},{""adm2_code"":29328,""adm2_name"":""Macoupin""},{""adm2_code"":29330,""adm2_name"":""Marion""},{""adm2_code"":29355,""adm2_name"":""Sangamon""},{""adm2_code"":29615,""adm2_name"":""Labette""},{""adm2_code"":29763,""adm2_name"":""Oldham""},{""adm2_code"":29824,""adm2_name"":""Morehouse""},{""adm2_code"":30258,""adm2_name"":""St. Charles""},{""adm2_code"":30847,""adm2_name"":""Le Flore""},{""adm2_code"":31433,""adm2_name"":""Van Zandt""}]",2017-05-18,2023-09-25,Spring
412,2017-0136-USA,No,nat-hyd-flo-flo,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",Oklahoma,,Hail|Storm,No,0,0,,,Km2,,,"Mississippi river, Black River, White River, Illinois River, Big Muddy River, Meramec River, St. Francis River, Gasconade River",2017,4,28.0,2017,5.0,1.0,20.0,70.0,,,70.0,,,800000.0,994459.0,1700000.0,2113225.0,80.44577926194549,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm2_code"":28800,""adm2_name"":""Clay""},{""adm2_code"":28806,""adm2_name"":""Crawford""},{""adm2_code"":28836,""adm2_name"":""Mississippi""},{""adm2_code"":29323,""adm2_name"":""Lawrence""},{""adm2_code"":29326,""adm2_name"":""Logan""},{""adm2_code"":29328,""adm2_name"":""Macoupin""},{""adm2_code"":29330,""adm2_name"":""Marion""},{""adm2_code"":29355,""adm2_name"":""Sangamon""},{""adm2_code"":29615,""adm2_name"":""Labette""},{""adm2_code"":29763,""adm2_name"":""Oldham""},{""adm2_code"":29824,""adm2_name"":""Morehouse""},{""adm2_code"":30258,""adm2_name"":""St. Charles""},{""adm2_code"":30847,""adm2_name"":""Le Flore""},{""adm2_code"":31433,""adm2_name"":""Van Zandt""}]",2017-05-18,2023-09-25,Spring
413,2017-0203-USA,No,nat-met-sto-hai,Meteorological,Storm,Hail,,,USA,United States of America,Northern America,Americas,"Colorado, New Mexico, Texas, Oklahoma, Missouri",Texas,,Hail,No,0,0,,130.0,Kph,,,,2017,5,9.0,2017,5.0,11.0,,,,,,,,2500000.0,3107683.0,3100000.0,3853527.0,80.44577926194549,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2017-06-26,2023-09-25,Spring
413,2017-0203-USA,No,nat-met-sto-hai,Meteorological,Storm,Hail,,,USA,United States of America,Northern America,Americas,"Colorado, New Mexico, Texas, Oklahoma, Missouri",Oklahoma,,Hail,No,0,0,,130.0,Kph,,,,2017,5,9.0,2017,5.0,11.0,,,,,,,,2500000.0,3107683.0,3100000.0,3853527.0,80.44577926194549,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2017-06-26,2023-09-25,Spring
414,2017-0234-USA,No,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",Texas,,Flood|Hail,No,0,0,,170.0,Kph,,,,2017,6,25.0,2017,6.0,29.0,2.0,16.0,90.0,,106.0,,,1100000.0,1367381.0,1400000.0,1740303.0,80.44577926194549,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2017-07-03,2024-08-27,Summer
414,2017-0234-USA,No,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",Louisiana,,Flood|Hail,No,0,0,,170.0,Kph,,,,2017,6,25.0,2017,6.0,29.0,2.0,16.0,90.0,,106.0,,,1100000.0,1367381.0,1400000.0,1740303.0,80.44577926194549,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2017-07-03,2024-08-27,Summer
414,2017-0234-USA,No,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",Arkansas,,Flood|Hail,No,0,0,,170.0,Kph,,,,2017,6,25.0,2017,6.0,29.0,2.0,16.0,90.0,,106.0,,,1100000.0,1367381.0,1400000.0,1740303.0,80.44577926194549,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2017-07-03,2024-08-27,Summer
414,2017-0234-USA,No,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",Kansas,,Flood|Hail,No,0,0,,170.0,Kph,,,,2017,6,25.0,2017,6.0,29.0,2.0,16.0,90.0,,106.0,,,1100000.0,1367381.0,1400000.0,1740303.0,80.44577926194549,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2017-07-03,2024-08-27,Summer
414,2017-0234-USA,No,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",Oklahoma,,Flood|Hail,No,0,0,,170.0,Kph,,,,2017,6,25.0,2017,6.0,29.0,2.0,16.0,90.0,,106.0,,,1100000.0,1367381.0,1400000.0,1740303.0,80.44577926194549,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2017-07-03,2024-08-27,Summer
418,2017-0336-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Tulsa (Oklahoma); Texas, Louisiana, Kansas, Missouri",Texas,,Flood|Hail,No,0,0,,,Kph,,,,2017,8,5.0,2017,8.0,8.0,,30.0,600.0,,630.0,,,200000.0,248615.0,200000.0,248615.0,80.44577926194549,"[{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm2_code"":30879,""adm2_name"":""Tulsa""}]",2017-08-16,2023-09-25,Summer
418,2017-0336-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Tulsa (Oklahoma); Texas, Louisiana, Kansas, Missouri",Louisiana,,Flood|Hail,No,0,0,,,Kph,,,,2017,8,5.0,2017,8.0,8.0,,30.0,600.0,,630.0,,,200000.0,248615.0,200000.0,248615.0,80.44577926194549,"[{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm2_code"":30879,""adm2_name"":""Tulsa""}]",2017-08-16,2023-09-25,Summer
418,2017-0336-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Tulsa (Oklahoma); Texas, Louisiana, Kansas, Missouri",Kansas,,Flood|Hail,No,0,0,,,Kph,,,,2017,8,5.0,2017,8.0,8.0,,30.0,600.0,,630.0,,,200000.0,248615.0,200000.0,248615.0,80.44577926194549,"[{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm2_code"":30879,""adm2_name"":""Tulsa""}]",2017-08-16,2023-09-25,Summer
418,2017-0336-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Tulsa (Oklahoma); Texas, Louisiana, Kansas, Missouri",Oklahoma,,Flood|Hail,No,0,0,,,Kph,,,,2017,8,5.0,2017,8.0,8.0,,30.0,600.0,,630.0,,,200000.0,248615.0,200000.0,248615.0,80.44577926194549,"[{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm2_code"":30879,""adm2_name"":""Tulsa""}]",2017-08-16,2023-09-25,Summer
